obs_uid,item_name,bh_name
c7918df2-07e1-484f-a6dc-91217222e173,"Fresh bananas, standard",Fresh or chilled fruit
c7ac74ff-bb7f-4be7-93c2-2cfb094260d5,"Fresh bananas, standard",Fresh or chilled fruit
c7e423e6-1cf0-4672-a0a2-bc1dbc1a2a7f,Fresh oranges,Fresh or chilled fruit
c7fac696-9c9c-491d-a907-4ed629980601,"Chicken eggs, caged hen, large size",Egg and egg-based products
c830d24c-7651-4c33-a32b-411f86c4e52f,"Beef, with bones",Beef and veal
c8373a04-3d3d-4f4f-97b3-7c6b25110317,"Fresh apple, red delicious",Fresh or chilled fruit
c861a701-a695-424e-9335-043d6b6f397d,"Fresh apples, typical local variety",Fresh or chilled fruit
c89d83ba-b27d-47e1-b974-fb711974c3c6,Chicken legs,Poultry
c8a1f988-32db-495f-b3c7-56b29e2383ee,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
c8a397e7-6d01-4414-9076-bfb2078715c7,"Fresh apples, typical local variety",Fresh or chilled fruit
c8bc3717-184a-48da-b743-bba472ec2272,"Fresh bananas, standard",Fresh or chilled fruit
c8c98c0e-c1d9-4d4f-999f-1af9c7da3d5b,"Fresh apple, red delicious",Fresh or chilled fruit
c8dc767d-f3ee-4c34-824f-658040417662,Fresh carrots,Fresh or chilled vegetables other than potatoes
c8f8fa07-7837-444d-a57a-a74107dd2471,"Fresh apple, red delicious",Fresh or chilled fruit
c907afe1-4b63-4dc2-8f22-4e953a3541a4,"Fresh apples, typical local variety",Fresh or chilled fruit
c90b8957-e7f6-48a5-a0ba-be3aec0d8aca,Fresh oranges,Fresh or chilled fruit
c912baa2-557a-4004-837a-442bf909117d,"Fresh potatoes, brown",Fresh or chilled potatoes
c925199e-9c77-4e99-928b-7753474ecf4e,"Chicken eggs, caged hen, large size",Egg and egg-based products
c92a579d-1e5d-4ac1-ba2c-096824344bfa,Fresh cucumber,Fresh or chilled vegetables other than potatoes
c92afe0d-fcf4-44eb-abb9-ded5ebc46c49,"Fresh apple, red delicious",Fresh or chilled fruit
c956d625-1fd7-4992-bc31-b7711a61d6b8,"Fresh apple, red delicious",Fresh or chilled fruit
c98b0b64-0829-4a1e-a98b-ada60270544b,"Fresh apple, red delicious",Fresh or chilled fruit
c98c91e8-2636-4129-994f-c5d127a18d2f,Fresh onions,Fresh or chilled vegetables other than potatoes
c99e8bc2-130e-4d06-a54a-be51f35507d4,"Fresh bananas, standard",Fresh or chilled fruit
c9a789f1-9534-4740-b600-68773a66633b,"Chicken, whole, fresh",Poultry
c9b5f009-9eea-4bf6-a053-689162dadf30,Fresh cucumber,Fresh or chilled vegetables other than potatoes
c9bd0a4b-b000-4c1b-adbd-40f0c4b96f57,"Fresh potatoes, brown",Fresh or chilled potatoes
c9e3d0e4-0698-4b3f-bdfa-93851a48cb7c,"Fresh apples, typical local variety",Fresh or chilled fruit
ca3b3d7b-3ef5-4205-9a3c-3b7e06bd9a32,"Fresh potatoes, brown",Fresh or chilled potatoes
ca5eabfb-adc2-467e-b133-89e1868e9433,Fresh oranges,Fresh or chilled fruit
ca6150a6-66f0-4fc2-a1c4-7c1d61a5f242,"Chicken eggs, caged hen, large size",Egg and egg-based products
ca7bf4c4-5e77-4dd7-b6d7-853d9fb75028,"Beef, with bones",Beef and veal
ca802fe0-cd70-4b1c-8f8d-8fb7f4f4acae,Fresh cucumber,Fresh or chilled vegetables other than potatoes
ca8e9ffb-bbc0-416d-b170-77ed39b38c5e,Fresh cucumber,Fresh or chilled vegetables other than potatoes
caa589ab-7be1-465c-a77c-b3bf54e225ba,Carp,"Fresh, chilled or frozen fish and seafood"
caac9311-44ff-4d7d-84a7-7b4b3d87b49b,"Pork, ribs",Pork
cac1ed13-b2f0-4851-ade3-6df4877c2059,Fresh oranges,Fresh or chilled fruit
caf60228-75e5-41f7-b73f-5d2e3a44db2c,Fresh oranges,Fresh or chilled fruit
caf61152-29a7-4519-89da-a8a43588f7ed,Chicken legs,Poultry
cb145e74-72c8-4e50-8dfb-0239d723ceea,"Pork, ribs",Pork
cb3243d1-7481-4ce5-aa67-187ab7d37953,"Fresh potatoes, brown",Fresh or chilled potatoes
cb9c147c-579f-4f23-8b98-2e7205884af2,Fresh onions,Fresh or chilled vegetables other than potatoes
cbab88d3-30c5-4b9b-a028-605da3880722,"Fresh apple, red delicious",Fresh or chilled fruit
cc479868-62c5-4a8a-be69-9a86f898a1f7,"Pork, fillet",Pork
cc47fdb7-b957-4b71-9467-1fd4d240f164,Tilapia,"Fresh, chilled or frozen fish and seafood"
cc572422-3b36-4e79-95fd-860800dfc663,Fresh oranges,Fresh or chilled fruit
cc5c450e-43ec-4646-b060-de77280774fb,Fresh oranges,Fresh or chilled fruit
cc622a24-573e-43a7-88be-1fcd009806c3,"Fresh bananas, standard",Fresh or chilled fruit
cc6cf99a-0e5e-4550-a2d8-66d7c2eeace7,Fresh oranges,Fresh or chilled fruit
ccaf915b-ddc5-4cc1-a805-57489a487071,Fresh cucumber,Fresh or chilled vegetables other than potatoes
ccbbff36-1087-4d7c-97d5-cba8794e13d0,"Beef, minced",Beef and veal
ccc01972-2e7a-4927-94bf-cbcb3a66e847,Fresh oranges,Fresh or chilled fruit
ccc8f8d8-682e-471d-8a80-70eca077e5ae,Fresh oranges,Fresh or chilled fruit
ccd499fc-af13-4757-a26a-7e47d910e7a4,"Pork, ribs",Pork
cce8d2ef-1150-44ff-be6f-1cc909be14b9,Chicken legs,Poultry
ccefeba8-8d4b-4c36-bb63-e4a1faca4c2b,Fresh onions,Fresh or chilled vegetables other than potatoes
ccfa0253-8bf8-4605-86f3-1239797aed4d,Fresh oranges,Fresh or chilled fruit
cd184435-346d-46aa-b590-dac8079c16b8,"Fresh potatoes, brown",Fresh or chilled potatoes
cd78d50e-a924-4ad4-ac11-543ecd73891d,Fresh carrots,Fresh or chilled vegetables other than potatoes
cd8c9dcf-2b55-4cf6-b51e-4b18b4fd3c2e,Fresh cucumber,Fresh or chilled vegetables other than potatoes
cd9085f8-4eea-475f-ad49-5798746b677d,Fresh onions,Fresh or chilled vegetables other than potatoes
cda42373-20df-46e5-9582-4a224176767f,Fresh onions,Fresh or chilled vegetables other than potatoes
cdfedb45-92ba-4dd4-9b3d-ed142e63ed55,"Fresh apples, typical local variety",Fresh or chilled fruit
ce6f287b-3fd0-4b12-be2f-89253d03ca6e,"Beef, with bones",Beef and veal
ce9874c5-c61f-4cda-b72f-b697c6ba2893,"Chicken eggs, caged hen, large size",Egg and egg-based products
ce9ed91e-e56d-42dd-ba92-e8b7793d4ffb,Fresh onions,Fresh or chilled vegetables other than potatoes
cec61555-417d-4e75-b00c-3022f012a639,Fresh onions,Fresh or chilled vegetables other than potatoes
cec6acb2-e725-438f-821c-7355b01e3a73,Fresh carrots,Fresh or chilled vegetables other than potatoes
ceec0b4a-fcba-4e4b-8705-13f9592f5439,"Chicken eggs, caged hen, large size",Egg and egg-based products
cf283d6b-c7db-4de5-829e-758a78805a40,"Chicken, whole, frozen",Poultry
cf2c544b-bd2e-4172-93f9-cf1c31c1aa12,Fresh oranges,Fresh or chilled fruit
cf96ff83-f2d5-4955-804b-f66fb182b928,Fresh carrots,Fresh or chilled vegetables other than potatoes
cfa430e0-7029-4e4d-bee7-7bfa940d07f3,Fresh carrots,Fresh or chilled vegetables other than potatoes
cfa82b0d-9b85-46c8-a398-ebfc78ecefe7,"Pork, fillet",Pork
cfc81f49-104a-460b-884a-4858dc2883d1,Fresh onions,Fresh or chilled vegetables other than potatoes
cfef6e44-e0c0-4ef0-97cf-521aa5bf3780,Fresh oranges,Fresh or chilled fruit
d03ddcb5-47ab-41ad-91ec-64566cfcd94d,"Fresh apples, typical local variety",Fresh or chilled fruit
d03dec47-0a3b-4d4d-a967-43801f52c574,Tilapia,"Fresh, chilled or frozen fish and seafood"
d0548a9e-10fc-42a8-a21f-b08405a8bd6a,"Fresh apple, red delicious",Fresh or chilled fruit
d076b9a8-c59c-465d-9bbd-98930c78e986,"Fresh potatoes, brown",Fresh or chilled potatoes
d077b64b-3bd8-47d1-bfae-999d41f5c16c,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d07f950e-c2aa-4f8a-b0ee-dc39d48c7a73,"Chicken, whole, frozen",Poultry
d0a55367-db04-498c-a2e1-53aed1b56fb7,"Fresh apple, red delicious",Fresh or chilled fruit
d0b48dd6-3f94-4b6c-b038-5aae847d279c,"Fresh apples, typical local variety",Fresh or chilled fruit
d0b6da75-1762-45f1-aff1-5c3871609cea,Chicken legs,Poultry
d0c78952-39cc-41bc-91f5-beb929531b42,"Fresh apples, typical local variety",Fresh or chilled fruit
d0fde18d-9e29-4733-a694-025d69f30d34,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
d10f6d75-f432-4502-b6c6-403eb38540bb,"Chicken eggs, caged hen, large size",Egg and egg-based products
d11f208a-dc08-4d1c-83f0-7c06f716ea29,Tilapia,"Fresh, chilled or frozen fish and seafood"
d1465ddf-6156-4152-9701-ad73fbe432d1,"Fresh bananas, standard",Fresh or chilled fruit
d178f6c0-d9b6-4f3f-8d6a-58b1b66cdf01,"Fresh bananas, standard",Fresh or chilled fruit
d1a03fa0-c067-4a2e-a281-ec990014fd56,"Fresh bananas, standard",Fresh or chilled fruit
d1ae3b10-b3cc-4f87-96f9-f43f03e6ccb0,"Fresh bananas, standard",Fresh or chilled fruit
d1b9582a-5aee-4fd5-b448-981ee32cccfd,Tilapia,"Fresh, chilled or frozen fish and seafood"
d1c7943b-feb4-4ef1-8b5b-3f32f9e68631,Fresh onions,Fresh or chilled vegetables other than potatoes
d1d654d2-a404-435b-9dd4-fe7296e9d674,Fresh carrots,Fresh or chilled vegetables other than potatoes
d1e69546-14d8-4630-aa7d-47fcf0ca66d5,"Lamb, chops","Lamb, mutton and goat"
d1f30e7c-7998-4cab-894b-8a66dfcff1f9,"Fresh apples, typical local variety",Fresh or chilled fruit
d1fff132-fe47-46b6-b2cf-e1749a0ae321,"Beef, with bones",Beef and veal
d20a193e-f207-40ce-9c86-a623ba020f62,"Fresh bananas, standard",Fresh or chilled fruit
d2164f1d-99e3-4f53-8826-2c1bebf38188,"Chicken eggs, caged hen, large size",Egg and egg-based products
d28d4b7b-0a0d-428a-8e3f-bb0eede4f31b,"Fresh apples, typical local variety",Fresh or chilled fruit
d2a370ab-5d6d-4022-8f07-acf271e45e3e,"Chicken eggs, caged hen, large size",Egg and egg-based products
d2df300b-e7e8-4db8-967f-3eb009f942b4,Chicken legs,Poultry
d2e7ac8a-a2c1-43ba-b5c4-64a99b41823d,"Fresh apples, typical local variety",Fresh or chilled fruit
d2e8b757-91b0-4c50-ae0c-5312ce78e8be,Fresh oranges,Fresh or chilled fruit
d2ff9fcc-060d-47fc-9443-a62a3ea3e5ae,Fresh carrots,Fresh or chilled vegetables other than potatoes
d3030dc3-5739-4048-bb26-b00d358e28ce,Fresh oranges,Fresh or chilled fruit
d3106b65-2975-4571-a925-7d1718d6d397,"Fresh apples, typical local variety",Fresh or chilled fruit
d320e352-9517-4b30-87d3-a034738593c2,"Fresh apple, red delicious",Fresh or chilled fruit
d3212b69-3825-45ed-a6a7-30a785ad54fd,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d332214e-da73-4829-8ff3-16bd24c749cd,Fresh onions,Fresh or chilled vegetables other than potatoes
d362c9b9-eadd-4949-9e6c-08c642d17c96,"Fresh potatoes, brown",Fresh or chilled potatoes
d3683230-4edf-4c47-b817-0ad72fbecfc5,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d3694349-8bb5-4926-b51d-e32524f66061,"Pork, fillet",Pork
d36b8b1a-af6d-48c5-a7c5-79f8e7ead370,"Chicken, whole, fresh",Poultry
d387f508-0af8-47fb-bb9e-cbc423b4ab36,Fresh carrots,Fresh or chilled vegetables other than potatoes
d3954a47-338c-4b3d-940b-e28e47aa674f,"Fresh bananas, standard",Fresh or chilled fruit
d39e231f-9e70-4484-bb97-9324b12f8e3c,Fresh onions,Fresh or chilled vegetables other than potatoes
d3de449a-c0d7-4ce8-8489-7545877cba48,"Fresh apples, typical local variety",Fresh or chilled fruit
d3f8c23c-8412-43a2-8483-fa8d0a4acd01,"Beef, minced",Beef and veal
d40850df-1a0d-4573-89f2-9e775132aee9,"Fresh apples, typical local variety",Fresh or chilled fruit
d40d8c3f-a047-4891-9766-15592dc33889,Fresh onions,Fresh or chilled vegetables other than potatoes
d410203c-2d9b-4fc2-b185-ea04520af861,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d41e8f3d-f576-4920-b5f3-837940c36849,Fresh onions,Fresh or chilled vegetables other than potatoes
d42c06a7-348b-4171-a6a2-9692a8a06cba,Fresh onions,Fresh or chilled vegetables other than potatoes
d4561aa5-0c5c-43f5-94ab-d902e07f467b,"Fresh apples, typical local variety",Fresh or chilled fruit
d47defe2-48f5-4d67-9fa9-8347bf76ea6b,"Chicken, whole, frozen",Poultry
d47e25d9-ec84-486a-9d21-03829758c626,Fresh carrots,Fresh or chilled vegetables other than potatoes
d48e25d4-a79e-4c31-904f-0a30023189f5,Carp,"Fresh, chilled or frozen fish and seafood"
d4af0a08-d3e7-465b-af25-fc1f94605b0f,Fresh oranges,Fresh or chilled fruit
d4bc1f32-6022-4ddc-83c6-20c10420d6ac,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d4c61c09-3990-403f-858b-68967789325b,"Fresh potatoes, brown",Fresh or chilled potatoes
d4cb268d-2748-4211-bf54-bfa18de9210d,Tilapia,"Fresh, chilled or frozen fish and seafood"
d506abe1-b10e-4495-8cbf-05f7ae3402b0,Chicken legs,Poultry
d507474c-b60e-4c8f-acb1-7985f39cac5d,"Fresh bananas, standard",Fresh or chilled fruit
d5086288-d1c8-4414-94ab-29884049ed42,Fresh oranges,Fresh or chilled fruit
d50b345d-e86e-41ee-836c-f174e81af696,"Lamb, chops","Lamb, mutton and goat"
d52ecbe1-64bd-4d0c-a2d1-0570ccc185a2,"Beef, with bones",Beef and veal
d54ce297-67b9-4ebe-95a6-eee12768fe4e,"Pork, ribs",Pork
d54d1d05-5d74-4e0f-bffc-4d22c28a3583,"Fresh potatoes, brown",Fresh or chilled potatoes
d57a766e-fde3-48e9-b0aa-a77a363bc49b,"Fresh potatoes, brown",Fresh or chilled potatoes
d57bab68-d01f-41bf-a47b-9eafae94ffab,"Fresh potatoes, brown",Fresh or chilled potatoes
d59c2428-f1f3-4431-a63c-35fedd643513,"Fresh bananas, standard",Fresh or chilled fruit
d59f251b-d5b2-4972-9cc8-291c058ddf5a,Carp,"Fresh, chilled or frozen fish and seafood"
d5c5cf2e-6064-4158-ba2a-0e57c384e0a8,Fresh onions,Fresh or chilled vegetables other than potatoes
d5e00d0f-8b6f-4780-99e6-680d2ad720a3,"Fresh bananas, standard",Fresh or chilled fruit
d60b572c-6b7b-4290-8ecf-e6367dd1ea06,Fresh oranges,Fresh or chilled fruit
d6373b20-8d60-4c6a-b2d3-ea86d49f921b,Fresh carrots,Fresh or chilled vegetables other than potatoes
d63ddd95-4226-41b3-93e9-fc558cc107c8,Fresh onions,Fresh or chilled vegetables other than potatoes
d64141aa-9fa4-4341-917e-147df43babec,Fresh oranges,Fresh or chilled fruit
d648ec03-e922-41af-96c0-ad7cec270957,"Fresh apples, typical local variety",Fresh or chilled fruit
d655113e-59a7-452b-b91f-f5efa42a410a,Fresh carrots,Fresh or chilled vegetables other than potatoes
d66b9dc8-4faa-47b3-bfaf-b65f77538b8a,"Fresh potatoes, brown",Fresh or chilled potatoes
d67c9e6d-8b7d-4343-9315-58db9abde6bf,Chicken legs,Poultry
d6825e42-9fa8-400c-b792-33bdeb2bed5f,"Fresh apples, typical local variety",Fresh or chilled fruit
d69fc13e-6bf2-481d-a26e-651c1ec56ac0,"Chicken eggs, caged hen, large size",Egg and egg-based products
d6a725a4-81eb-4b9b-bc4e-aa19b1178da3,Fresh oranges,Fresh or chilled fruit
d6b8a618-db38-4935-94e9-361ad537530b,Fresh onions,Fresh or chilled vegetables other than potatoes
d6f4172e-36d5-4de1-8aa6-56d73d3cfd3d,"Fresh apple, red delicious",Fresh or chilled fruit
d6fa198b-b718-474c-b4aa-6cad955e3fc1,"Fresh potatoes, brown",Fresh or chilled potatoes
d6fed53c-aa29-4425-8601-1c3f4ec4dbdb,"Fresh potatoes, brown",Fresh or chilled potatoes
d70dfc7d-5505-4576-92f8-a6936279cbef,"Fresh apple, red delicious",Fresh or chilled fruit
d731ddc2-3136-43d0-9012-19d516f436e5,"Fresh apples, typical local variety",Fresh or chilled fruit
d7727842-6923-49c4-940b-e55e2fe6adc6,Tilapia,"Fresh, chilled or frozen fish and seafood"
d77fba92-317a-4083-92b1-344cfe7456ba,"Fresh apple, red delicious",Fresh or chilled fruit
d78505a2-5b78-46d7-ae4a-b91d19adebcd,"Fresh potatoes, brown",Fresh or chilled potatoes
d789ed38-8b9a-48e1-ad91-c46833c467f0,"Chicken eggs, caged hen, large size",Egg and egg-based products
d790d097-2a45-4160-93a7-fb91e3707bd4,"Beef, minced",Beef and veal
d79e1953-3363-4fc6-bace-716270655025,Fresh oranges,Fresh or chilled fruit
d7e666f7-ffab-443b-b941-38d3d2e98c8b,"Beef, with bones",Beef and veal
d804a922-82e4-4090-a76a-a9ad8949f9bc,"Chicken, whole, frozen",Poultry
d81a226a-e146-467b-bc19-63fe3b59e365,"Chicken, whole, fresh",Poultry
d81f1507-30a2-429a-a554-4a27b6da9187,Fresh onions,Fresh or chilled vegetables other than potatoes
d8409ff7-c1d8-44ba-ac30-746fea99ce91,"Fresh apples, typical local variety",Fresh or chilled fruit
d845d3ec-5794-4b55-96dd-2f5f151a10f7,"Pork, ribs",Pork
d852387b-fa67-44fe-97fb-a38caa040c62,Fresh onions,Fresh or chilled vegetables other than potatoes
d85a8bf3-32b2-4cd3-ac43-e2f5c007b61c,"Fresh apple, red delicious",Fresh or chilled fruit
d88f8efd-2bef-4e7b-8476-08d605a2321b,Fresh onions,Fresh or chilled vegetables other than potatoes
d8b90cfc-a8cc-426b-99f4-148bdefd7605,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
d8c97e56-0e63-42d5-bf35-2fdb20b75689,"Chicken eggs, caged hen, large size",Egg and egg-based products
d8fb626c-a2bd-4270-a9cc-8abe2face972,"Fresh potatoes, brown",Fresh or chilled potatoes
d91fa8ad-8aa6-4b0c-96f5-5389a106dae9,"Fresh bananas, standard",Fresh or chilled fruit
d9292385-6bc6-47a7-866b-cf0ed500aedc,"Fresh potatoes, brown",Fresh or chilled potatoes
d934ce50-68bd-4532-a05b-1dc4f84853c2,"Chicken, whole, fresh",Poultry
d939ebe7-52ca-439e-a508-5847d40db7fd,Fresh oranges,Fresh or chilled fruit
d93f48e1-e11b-494b-9eb7-8fed14868aac,"Chicken, whole, fresh",Poultry
d95c954b-5208-4886-be81-5fa7c1c1849e,"Chicken, whole, frozen",Poultry
d97747ff-fb85-40ce-991b-191b358e5aeb,Fresh onions,Fresh or chilled vegetables other than potatoes
d97d5473-3505-4813-a37d-24d566ee3ff8,"Fresh apple, red delicious",Fresh or chilled fruit
d98941e4-b8c1-4925-980e-97e21c1479ff,"Fresh apple, red delicious",Fresh or chilled fruit
d99182d0-0339-4f95-aed2-20c3ff66e927,"Chicken eggs, caged hen, large size",Egg and egg-based products
d99bb296-abd4-4472-b7f1-40d09f816e63,"Chicken eggs, caged hen, large size",Egg and egg-based products
d9b21656-fc12-430f-b943-3ad9d9b3ed9c,Fresh carrots,Fresh or chilled vegetables other than potatoes
d9b96dc5-10bd-417d-9a01-82b8644e0d4f,Fresh cucumber,Fresh or chilled vegetables other than potatoes
d9f8226f-f81d-40b1-8b23-15a88b161f10,Fresh oranges,Fresh or chilled fruit
da097417-37bf-4995-b050-b9e4dee882f2,Fresh onions,Fresh or chilled vegetables other than potatoes
da21b74d-c3b2-4f03-a788-fe6f38bdb212,"Fresh bananas, standard",Fresh or chilled fruit
da26b3a1-db81-4c81-a17f-09fe6ed055c6,"Beef, with bones",Beef and veal
da28f402-7dcd-453d-a432-1a9abb5c971f,Fresh carrots,Fresh or chilled vegetables other than potatoes
da39d36e-5409-4a01-b9d9-f4ebb49be1c8,"Pork, fillet",Pork
da4f5a2f-58b5-41f9-9d5e-c219f8645ff7,"Fresh apple, red delicious",Fresh or chilled fruit
da873348-4102-432c-8e77-634e997ba6b6,"Chicken, whole, frozen",Poultry
daa04642-69dd-43fb-84af-a7fbd3d1e04e,Fresh oranges,Fresh or chilled fruit
daa70622-f9b0-403c-a1ec-06c3a4725d34,Fresh carrots,Fresh or chilled vegetables other than potatoes
dac1c173-ff34-4995-be81-3252a0401069,Fresh oranges,Fresh or chilled fruit
db0834af-0936-455c-a00c-98eb4a6bf915,"Chicken eggs, caged hen, large size",Egg and egg-based products
db0ee497-8c7a-40d9-b909-684e84c9ec5c,"Fresh apples, typical local variety",Fresh or chilled fruit
db14c86c-a696-4fbe-8d93-2881f50b6f1e,"Beef, minced",Beef and veal
db56346e-cde4-47a4-8870-4f1d5df3b57b,Tilapia,"Fresh, chilled or frozen fish and seafood"
db5c7eb5-f7db-4f07-9d0b-bafa05cbf889,"Beef, with bones",Beef and veal
db8b2373-4119-4bd7-9660-b8e652e6c377,Fresh oranges,Fresh or chilled fruit
dbc69f79-59a1-4858-83dd-0bd7d97dba17,"Fresh bananas, standard",Fresh or chilled fruit
dc126baa-e3f0-4dc0-9ca7-1660f946c59c,"Chicken eggs, caged hen, large size",Egg and egg-based products
dc15cb61-3173-44d6-860d-dd706ad158b9,"Fresh apples, typical local variety",Fresh or chilled fruit
dc25ee30-b7df-4052-be65-93d0d1d4d770,"Lamb, chops","Lamb, mutton and goat"
dc31d983-9bb1-4267-92be-b6480f0e3e40,Fresh cucumber,Fresh or chilled vegetables other than potatoes
dc486b3b-06a0-4137-8287-e4cf5c5e2fcc,"Chicken, whole, fresh",Poultry
dc60bc43-e914-4582-b426-bf74230e3e8e,Tilapia,"Fresh, chilled or frozen fish and seafood"
dc6416b4-64f3-4c05-8324-537d44a817cf,Fresh carrots,Fresh or chilled vegetables other than potatoes
dc6b8597-ccf5-46aa-8bbd-130ed98a7274,"Chicken, whole, fresh",Poultry
dc6c38e4-b4e7-4b3b-9f48-833cf0ed851d,"Chicken, whole, fresh",Poultry
dc8ae178-4308-42f8-bcbc-38907649c9c0,Fresh onions,Fresh or chilled vegetables other than potatoes
dc90acb7-5bb3-4b46-a120-325377e5bcc7,Fresh carrots,Fresh or chilled vegetables other than potatoes
dc9b2151-5255-431a-bc4e-462a45f0f236,Fresh cucumber,Fresh or chilled vegetables other than potatoes
dca6e05b-7b36-4d62-80a4-68a6b28fcd68,"Fresh apple, red delicious",Fresh or chilled fruit
dcedfa9c-a9f0-4f0a-aa0e-8eda1b981ead,Fresh carrots,Fresh or chilled vegetables other than potatoes
dcf61df8-0313-4b06-ae55-dd73089f02a1,"Fresh apple, red delicious",Fresh or chilled fruit
dd120b9f-8185-4e52-b275-010701bdfe02,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
dd124bb2-d93f-481c-9a73-b61b60495547,Fresh carrots,Fresh or chilled vegetables other than potatoes
dd44e87b-e906-444a-8af8-e5bbd74b5fcf,"Fresh bananas, standard",Fresh or chilled fruit
dd821425-9fde-4224-a50d-60dd70cdf13f,Fresh cucumber,Fresh or chilled vegetables other than potatoes
ddb74d25-7959-4e35-b2fe-cf7203e781aa,"Beef, minced",Beef and veal
ddbaf17f-b7c0-4574-93aa-a025d5e6eb65,"Fresh apples, typical local variety",Fresh or chilled fruit
ddbd898a-b408-47bb-a40a-4eb3c89fe195,Fresh onions,Fresh or chilled vegetables other than potatoes
ddc90c9e-657f-4c2f-97ba-8fc601a5b31a,Fresh cucumber,Fresh or chilled vegetables other than potatoes
ddce13df-8d64-4f21-8855-88f2cad29053,Fresh onions,Fresh or chilled vegetables other than potatoes
de1e8ac2-8e4f-47d0-87d5-25918ba56a29,Fresh oranges,Fresh or chilled fruit
de2b3977-8330-430d-b16b-b19cae214551,Fresh oranges,Fresh or chilled fruit
de3b4eca-6a25-4848-8807-8e0f89278916,"Fresh bananas, standard",Fresh or chilled fruit
de5f2f62-53e7-49f0-a890-85882737f3b9,"Chicken, whole, fresh",Poultry
de754392-dd7e-4a96-8b65-6852caa1f165,"Beef, with bones",Beef and veal
de8caf49-2fd2-48f9-8d0b-dbbe885f8555,"Fresh apples, typical local variety",Fresh or chilled fruit
de9f7309-2025-4fbb-b3c4-40d012833e78,Fresh onions,Fresh or chilled vegetables other than potatoes
dea72f63-2c00-46d4-b04b-7d2f85593318,Fresh carrots,Fresh or chilled vegetables other than potatoes
deda5861-96d6-4bda-8112-fb9749629bd5,Fresh onions,Fresh or chilled vegetables other than potatoes
dedad045-e501-43f6-8c94-2996843f124a,Fresh cucumber,Fresh or chilled vegetables other than potatoes
dee7fe1f-a1b0-4636-bf50-62200e4a8d29,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
deefda36-f4c3-4b59-8e43-69a864cfd664,"Fresh apple, red delicious",Fresh or chilled fruit
df1f68cf-a7c3-43a2-bcc9-bbd4632fc669,Fresh cucumber,Fresh or chilled vegetables other than potatoes
df4dd953-fc89-4631-a144-85781b3476c1,Fresh cucumber,Fresh or chilled vegetables other than potatoes
df61d976-9a5f-49a4-a641-ae7e361bea68,Fresh carrots,Fresh or chilled vegetables other than potatoes
df69fed8-a153-4c76-a9f3-95ab1955d72c,"Beef, minced",Beef and veal
df8252ac-793b-4060-93f6-0da2355971c1,Fresh onions,Fresh or chilled vegetables other than potatoes
df8e63c3-e3c7-4c8d-a117-3bd0d965c229,Fresh onions,Fresh or chilled vegetables other than potatoes
dfac6905-3db7-42dc-a534-2486e7f0ff8c,"Beef, with bones",Beef and veal
dfacd98a-c023-42af-8c68-4f40f1710e02,"Fresh potatoes, brown",Fresh or chilled potatoes
dff420b2-3e09-4a70-9a77-8834a6920680,"Chicken eggs, caged hen, large size",Egg and egg-based products
e01acf70-ddb5-4f54-8407-d3c563500f55,Fresh carrots,Fresh or chilled vegetables other than potatoes
e07e1fe0-658a-46c5-9401-f898cb0e127c,"Chicken eggs, caged hen, large size",Egg and egg-based products
e08304d5-4ffe-4c66-b96a-811ff7c0c6bf,"Chicken eggs, caged hen, large size",Egg and egg-based products
e095c32d-ef33-460c-846f-e7030a65c854,Fresh onions,Fresh or chilled vegetables other than potatoes
e12cceb1-d65b-4f74-b1b6-2d03a2c0269d,Fresh oranges,Fresh or chilled fruit
e1713194-75a3-409c-9b0e-d33cd2292402,Fresh onions,Fresh or chilled vegetables other than potatoes
e1964fbc-0412-4e46-85c6-9673ebbfeef8,"Fresh potatoes, brown",Fresh or chilled potatoes
e1a18242-3cf0-483a-b617-cf2f2b53b3f6,"Fresh potatoes, brown",Fresh or chilled potatoes
e1a3cc98-e224-4203-beda-e90da887c833,Fresh carrots,Fresh or chilled vegetables other than potatoes
e1e4628e-248c-4d66-bd52-9b32ee745fc4,"Fresh bananas, standard",Fresh or chilled fruit
e1e9ecba-f7f4-4888-978a-d524a3748ffd,"Chicken eggs, caged hen, large size",Egg and egg-based products
e1eb30d7-9573-49a9-8cb6-099a631ea275,Fresh onions,Fresh or chilled vegetables other than potatoes
e20b106e-7aa0-45d1-b57a-8b413b082dc9,Fresh oranges,Fresh or chilled fruit
e230e1a1-f409-4477-8d1c-855259d069f5,"Fresh apple, red delicious",Fresh or chilled fruit
e24a488b-06e4-4d91-a540-d1e8eec66b1f,"Fresh apple, red delicious",Fresh or chilled fruit
e25fb17e-5a85-4d95-a56b-1fe9e9585fb6,"Fresh apples, typical local variety",Fresh or chilled fruit
